,post_title,summary_post_content
953,ครบ 1 ปี 3 เดือน ฉันไม่ได้บ้า แค่กล้าออกมาทำตามความฝัน กับชีวิตเกษตรพอเพียง,"ติดตามอ่านจุดเริ่มต้นได้จากกระทู้นี้นะคะ ""บ้านสวนเบญจมงคล ""บ้านสวนเบญจมงคล"" อยากจะออกมามีชีวิตเกษตรกรแบบสโลว์ไลฟ์ด้วยกันทั้งนั้น ออกมาทำตามความฝัน ตอนนี้ครบรอบหนึ่งปีแล้ว ที่มาทำโปรเจ็คจบ ก็เชิญที่แฟนเพจ ที่เราลาออกจากการเป็นพนักงานบริษัท เราว่าความฝันของพนักงานบริษัทหลายๆ ถ้าจะมาทำเกษตรเพื่ออยู่แบบชิวๆ แฟนเพจ พรุ่งนี้จะครบรอบ ขอเปิดกระทู้ด้วยรูปนี้ ฝีมือการถ่ายภาพของน้องนักศึกษา จะอุดหนุนต้นไม้ ""ขายต้นไม้ กำลังใจนะคะ ปี ม.มหาสารคาม เกี่ยวกับชีวิตของพวกเรา แวะคุย ที่เฟสบุ๊ค มินิฟาร์ม"" เมล็ดพันธุ์ เมล็ดพันธุ์ 17:21 สวัสดีค่ะ 1 3 เดือน คน เลยจะมาบอกว่า อาจจะต้องเปลี่ยนความคิดกันใหม่ ไม่ได้เป็นอย่างที่คิดเสมอไป เพราะชอบมาก (น้องเหน่ง น้องมาร์ค) ทักทายกันได้ ส่งทั่วประเทศ"" ขอบคุณทุกๆ แก้ไขข้อความเมื่อ 18 เมษายน 2560 เวลา น."
954,เมื่อฉันจบใหม่แต่ได้เงินเดือน 49k,"ตอนนั้นรู้สึกกดดันเพราะว่าข้อสอบภาษาญี่ปุ่นที่ทำก่อนสัมภาษณ์ก็ยากในระดับนึง ส่วนตำแหน่งล่ามคอนแทรคมีพี่ๆหลายคนเป็นห่วงเรื่องสัญญาจ้าง ทุกคนต้องทำข้อสอบภาษาญี่ปุ่น, วันนี้เราอยากแชร์มาประสบการณ์เรียนและหางานให้พี่ๆน้องๆในพันทิป หรือพี่ๆที่ต้องการให้คำแนะนำเกี่ยวกับการทำงานเรายินดีตอบและรับฟังค่ะ ล่ามภาษาญี่ปุ่นค่ะ และไม่ว่าเราจะเรียนจบจากที่ไหนการตั้งใจเรียนและเก็บเกี่ยวความรู้ในคาบเรียนจะส่งผลให้เรามีอนาคตที่ดีและนำไปใช้ในการทำงานได้จริง มีใบวัดระดับภาษาญี่ปุ่น และอยากแนะนำน้องๆให้เลือกเรียนภาษาที่ เพราะเราต้องการทำงานในระยะสั้นเพื่อหาประสบการณ์ก่อนที่จะกลับไปทำงานที่บ้านค่ะ สาเหตุที่ไม่ฝึกเพราะมีประสบการณ์ทำงานอยู่แล้วคือเป็นครูสอนภาษาญี่ปุ่น เพราะคิดว่างานที่ทำก็คงต้องหนักและยากไปตามเงินเดือนที่ได้ ตำแหน่งงานที่เราทำคือล่ามคอนแทรค ช่วงก่อนจบเราก็เริ่มหางาน วันรุ่งขึ้นเราจึงตัดสินใจโทรไปบอกบริษัทว่าตกลงจะทำงานและขอเริ่มงานกลางเดือนธค.นี้ ขอคำแนะนำจากพี่ๆด้วยนะคะ ตอนม.ปลายเคยไปเรียนที่ญี่ปุ่นมา และแนะนำว่าถ้าไม่ได้งานก็เรียนต่อป.โทก็ได้ แต่เราโชคดีที่มีครอบครัวและเพื่อนให้คำปรึกษาและกำลังใจว่านี่คือโอกาสที่ดีที่ไม่ใช่ทุกคนที่จะได้ ตอนนั้นสับสันไปหมดว่าควรไปหรือไม่ไปดี อยากจะเก็บเกี่ยวประสบการณ์ในการทำงานให้ได้มากที่สุดค่ะ สุดท้ายเราต้องการจะบอกเพื่อนๆหรือน้องๆที่เข้ามาอ่านกระทู้นี้ว่า ก็บอกกับที่บ้านตามตรงว่าคงไม่ได้งานที่นี่ แต่ตอนนั้นเราตอบไปว่าขอตัดสินใจก่อน หวังว่าเรื่องของเราจะเป็นประโยชน์หรือแรงบัลดาลใจในการเรียนและทำงานให้ใครหลายคนได้ค่ะ เราก็ตอบไปเรื่อยๆใช้ภาษาง่ายๆ บริษัทบอกว่าคำนวณเงินเดือนของเราแล้วจะได้อยู่ที่ ตอนนั้นดีใจมากที่ได้เงินเดือนสูง แล้วเราจะมาอัพเดตชีวิตการทำงานอีกครั้งหลังจากที่ได้ไปทำงานแล้วนะคะ แล้วกลับมาเรียนมนุษฯญี่ปุ่นที่ม.เอกชน แต่บอกตรงๆเลยค่ะว่าคิดตั้งแต่ตอนนั้นว่ายังไงตัวเองก็ไม่ผ่าน โปรไฟล์คงจะสู้พี่ๆคนอื่นไม่ได้ วันที่เราไปก็มีพี่ๆคนอื่นๆไปสัมภาษณ์ด้วย เขาถามถามเรื่องทั่วๆไป ตอนนั้นอึ้งไปอีกเพราะมันเยอะมากกกเกินคาด จะทำได้ให้เปรียบในการทำงานในอนาคต ก่อนอื่นขอบอกข้อมูลคร่าวๆของตัวเองนะคะ เป็นล่ามยากนะคิดว่าทำได้ไหม ยิ่งข้อสอบภาษาอังกฤษก็ยากจนปวดหัว เพราะเราคิดว่าเป็นเด็กจบใหม่ที่ยังไม่มีประสบการณ์ แล้วจะโทรไปให้คำตอบพรุ่งนี้ ขอให้ทุกคนสู้ๆนะคะ ดังนั้นคำศัพท์เกี่ยวกับโรงงานเราพอได้ในระดับหนึ่ง เราเป็นคนเชียงใหม่ เพราะเลือกที่จะไม่ฝึกงาน พอกลับเชียงใหม่มาเราก็ไม่ได้คิดถึงเรื่องนี้อีกเลย เหตุผลที่เราเลือกสัมภาษณ์แค่บริษัทเดียวแล้วตกลงทำงานเลยเพราะว่าเราคิดว่าบริษัทนี้มั่นคง ส่วนภาษาอังกฤษเราก็พอได้เนื่องจากชอบส่วนตัวค่ะ (ช่วงที่ไปสัมภาษณ์เป็นช่วงสอบไฟนอลพอดี) ตอนเราสัมภาษณ์ก็ใช้เวลาประมาณ 1-2 แต่เราต้องรู้จักรับผิดชอบหน้าที่ของตนเองให้ดีเสมอ ล่ามธุรกิจที่มหาลัย ปีครึ่งในการเรียนจบป.ตรี เราเลือกส่งเรซูเม่ไปที่บริษัทที่เราสนใจ 4-5 4-5 คน เพราะไม่เหมือนกับข้อสอบทั่วไป แต่ต้องใช้การวิเคราะห์หาข้อที่ถูก กะว่าจะเรียนต่อป.โทดีกว่า 30k) คงต้องปรับตัวและเรียนรู้อะไรอีกหลายอย่าง และสุดท้ายเหนือกว่าการเรียนเก่งคือต้องเป็นคนดีด้วยค่ะ และพอใจในเงินเดือนกับสวัสดิการ และโชคดีที่เคยเรียนเกี่ยวกับแผนก แต่พอไปทำงานจริงก็คิดว่ามีศัพท์เฉพาะและปัญหาอีกหลายอย่างที่ต้องเรียนรู้ 3 1 3 ภาษาอังกฤษ จบจากไหน เพราะคิดว่าตัวเองยังไม่พร้อม 1 บริษัทก็โทรมาแจ้งผลว่าเราผ่าน ว่าต้องการ แถมยังต้องไปอยู่ไกลบ้านคนเดียว เราไม่รู้หรอกว่าตอนทำงานจะเป็นยังไงบ้าง แต่ก็จะสู้และอดทน เที่ยวเล่นกับเพื่อน 3 และคำแนะนำล่วงหน้าค่ะ ปี N2 คลิกเพื่อดูข้อความที่ซ่อนไว้ และได้เกียรตินิยมอันดับ เราใช้เวลา ซึ่งเป็นโรงงานแถวถาคตะวันออกหมดเลย ตำแหน่งที่สมัครคือ เพราะวันสัมภาษณ์ที่เขากำหนดมาตรงกับวันที่เราว่าง 30 ทำไมถึงมาทำงานที่นี่ สัปดาห์ เขาก็บอกว่าไม่เป็นไร สัปดาห์ เราอึ้งเล็กน้อย 49k แต่ก็กดดันมากเช่นกัน เราไม่ได้เป็นเด็กเรียน hard, hard ความรู้ด้านต่างๆ ยิ่งถ้ามีเกียรตินิยม ประจำแผนก QA QA แก้ไขข้อความเมื่อ"
955,ทำไมคนอื่นชอบหวังดีด้วยการอยากให้คนอื่นแต่งงานคะ,ึความสุขของคนเรามันจำเป็นต้องเหมือนกันหรอคะ แม้แต่คนที่ไม่สนิทก็ชอบมาเสวนาเรื่องนี้กับเรา การมีลูกมรถครอบครัว มันทำให้ชีวิตมีความสุขเหมือนกันทุกคนหรอคะ การแก่ตายโดยไม่มีสามีและมีลูกมันทรมานมากเลยหรอคะ ไม่ใช่แค่คนในครอบครัวน่ะ ทำไมถึงหวังดีกันจัง การปฏิสนธิ
956,คิดยังไงกับผู้บริหารหรือหัวหน้าที่ใช้พนักงานเดินไปซื้ออาหารให้ตัวเองกินคะ,เดินไปซื้ออาหารหรือขนมขึ้นาให้ตนเองกิน ทั้งๆที่พนักงานไม่ได้มีเรื่องจะลงไปซื้ออะไรอยู่แล้ว ผู้บริหาร(ที่ไม่ได้มีหุ้นส่วนอะไรกับบริษัท) แบบนี้ถือว่าน่าเกลียดไหมคะ ที่ใช้พนักงานระดับล่างกว่าตนเองอย่างเช่น สวัสดีค่ะ หรือหัวหน้า พนักงานออฟฟิศ พนักงานฝ่ายการตลาด ฝ่ายบัญชี และยังไม่ให้ค่าตอบแทนด้วย หรือเราคิดมากไป
957,เล่าประสบการณ์ เซลบัตรเครดิต ละเอียดยิบ,เทเลเซลล์จะได้รับการอบรมหรือเทรนจากทางแบงค์ถึงวิธีการนำเสนอหรือขายของกับลูกค้าครับ เทเลเซลล์มีทั้งพนักงานฝ่ายขายของแบงค์จริงๆ เทเลเซลล์รับเงินเดือนอย่างไร? โทรเหมือนเทเลเซลล์ มีโอกาสได้ทำงานเสริมเป็นเซลล์บัตรเครดิตของธนาคารแห่งนึง (มีสิทธบรรจุเป็นพนง.แบงค์ด้วยนะถ้าทำงานดี) เป็นงานอิสระที่ดีงานนึงเลย แต่หาแค่คนรึสองคน ซึ่งคนระดับเงินเดือน ข้อเสียของไดเร็กเซลล์ ข้อเสียของเทเลเซล์ แมสเซนเจอร์ดีก็ดีไป งานนี้ไม่เหมาะกับคนขี้เกียจ -เทเลเซล ส่งพนง.แมสเซนเจอร์ไปรับ เซลล์ของบัตรเครดิต แล้วแต่บุคลิคของเซลล์ เข้าออฟฟิศแค่ตอนส่งงานหรือเคลียงาน หัวหน้าทีมเซลล์ (ถ้าไม่นับเรื่องเทาๆบางเรื่อง ....ก็โดนดาวน์โหลดมาโทรแน่นอน จะโทรขาย/นำเสนอบัตรเครดิต บัตรเครดิตดียังไงแบบไหนก็มีสกิลในการคุยครับ เมื่อหัวหน้าตรวจผ่านจะส่งเข้าระบบตรวจสอบของทางแบงค์ แต่เรื่องชู้สาวชู้ชายนี่บางคนอาจชอบ? มีความแตกต่างกับเทเลคือ กลุ่มนี้โดยมากจะไม่มีฐานเงินเดือน ตกลงเรื่องเอกสารที่ลูกค้าต้องเตรียม/นัดแนะเวลา คุณต้องแม่นเรื่องเอกสารพอสมควร บางหน่วยงานมีการอัพโหลดข้อมูลรายชื่อการประชุมพร้อมข้อมูลติดต่อ เจอคนผิดเวลาหรือหน้าโหดๆ ที่จ้างคนอีกทอดนึง ไม่มีฐานเงินเดือนครับ มีฐานเงินเดือนครับ เซลล์ เซลล์ เจอลูกค้าดีก็ดีไป เซลล์ แต่แน่นอนหากคุณไม่รักในงานบริการ เงินดีนะ บริหารอารมณ์ตัวเองไม่ดี เจอคนยากๆ สุดท้าย....เหนื่อย ทำใจเรื่องลงทุนซื้อของแจกได้เลย กลุ่มเงินเดือน เงินเดือนไม่มีตันครับ เห็นเงินเดือน (บางแห่งมีเงินเดือน ถ้าบุคลิกดี วางแผนไม่ดี แบ่งเป็นสองสายหลักๆตามข้างบน ค่าคอมมิชชั่นเยอะไหม ส่วนเรื่องวาทะศิลป์ หลักการทำงานคร่าวๆครับ โทรหาลูกค้า ตรวจความถูกต้องเอกสาร มากคนก็มากความตามท้องเรื่อง วิธีล่าลูกค้าของไดเร็ก เหนื่อยแน่นอน บางเรื่องไม่ได้โกหกนะ ได้เอกสารกลับมาแล้ว แก้งานกว่าจะส่งไป ไม่ได้นั่งโทร เป็นอีกงานที่ต้องอาศัย ส่งให้หัวหน้าตรวจ จิตใจต้องหนักแน่นในระดับนึง สุดท้าย....แรงกดดันที่ร้ายที่สุดคือวันที่ อยากมาเล่าประสบการณ์ให้เพื่อนๆที่ชอบ ให้กับลูกค้าที่อยู่ในกลุ่มทางแบงค์ต้องการครับ โดยรายชื่อลูกค้านั้นจะมีการจัดหามาให้พนักงานครับ ถ้าเป็นพนง. แบงค์ หาคอมมิชชั่นล้วนๆครับ ไดเร็ก ทำงานอิสระ ขยันผิดที่ก็เหนื่อยฟรี ลูกค้าเห็นหน้าค่าตา ชอบคุยกับผู้ใหญ่ หลักๆ หลักๆคือ ใช้หลักจิตวิทยาโน้มน้าวใจลูกค้า แต่โดยมากจะท้อซะก่อน เอกสารมักได้ไม่ครบ บางคนตอบด้วยอีโก้ให้ดูดี ปิดการขายด้วยตัวเอง จบสุดท้ายด้วยความเห็นส่วนตัว... ความขยันระดับ หรือไม่ชอบอาชีพนี้ก็ตามได้ฟัง (ต่ำกว่านี้ค่าคอมน้อยมาก) และบริษัทเอ้าท์ซอส เอ้าท์ซอส รอผลอนุมัติ (ผมว่าอันนี้ยากที่สุดล่ะ) ไม่ต้องให้หัวหน้ามาว่าเลย ติดต่อเข้าไปตามหน่วยงาน เหนื่อยกับการลงทุน ค่ากินค่าเดินทาง มาแน่นอน ก็ลำบากนะ.... เดี๋ยวก็ลาออกด้วยตัวเอง แต่ทำได้ไหมแค่นั้นเอง ถึงจะนั่งออฟฟิศรึอะไรยังไงก็ตาม พนักงานส่วนนี้ ข้อมูลออนไลน์ครับ ซื้อขายรายชื่อ โดยมาก และคอมมิชชั่นจะมีการกำหนดเทียของแต่ละคน ขี้เกียจก็รับน้อยและถอดใจไปเอง อุปสรรคการทำงาน นำเสนอผลิตภัณฑ์ ลูกค้าบางคนบอกตรงๆ สังคมการทำงาน แต่ออกไปน็อคหรือปิดการขายต่อหน้าลูกค้าเลย อิสระ ขี้เกียจ สาย หรือสกิลส่วนตัวนั้น ตอบเลยว่าเยอะมากครับ หากทำได้ พร้อมโดนลูกค้าต่อว่า พัฒนาตัวเองช้า รอเวลาลาออก ไม่รอคุณเก่ง อนุมัติยากเหลือเกิน กว่าจะเข้าระบบ พลาดก็กว่าจะตีกลับมา ด้วยวิธีๆต่างๆนาๆ เช่นฝ่ายขายธนาคารโดยตรง) แถมใครเข้ามาก็ต้องเอาหมด อันนี้เวิร์คที่สุดครับ มีสกิลการคุย แถมยังต่อยอดได้ด้วยถ้าลูกค้าหลงรัก ของแจก ทั้งท้อและจน ตำแหน่งงานในสายงานนี้ ผู้บริหารสายงาน ก็ใหญ่แล้วล่ะ แค่บอกไม่หมด... ได้ประสบการณ์เยอะมาก เงินเยอะมาก
958,สอบถามค่ะ มนุษย์เงินเดือน ใช้จ่ายต่อวันวันเท่าไหร่กันบ้างค่ะ,"ไม่รวมค่าของใช้จิกาถะ เพราะตอนนี้โดนที่บ้านบ่นว่าเราใช้เงินเปลืองนะคะ ที่บริษัทมีที่พักฟรีน้ำไฟ มีวิธีไหนประหยัดกว่านี้ไหมค่ะ เพื่อนๆสมาชิกใช้เงินเท่าไหร่ต่อวันค่ะ กินข้าวขนม ขอเข้าเรื่องเลยนะคะ เราเงินเดือน 26,000 ไม่เสียค่ารถ 1 3 มื้อ 200"
959,ช่วยดูหน่อยคะ กำไรจากขายก๋วยเตี๋ยว,เห็นแม่ค้าด้วยกันที่ขายของบอกวันนึงได้กำไรสองพันสามพันขึ้น คือสงสัยพอขายเสร็จมันเหนื่อยมากไม่แน่ใจจะคุ้มกับที่เหนื่อยรึเปล่า 1.เราได้กำไรจากการขายก๋วยเตี๋ยวหักลบทุกอย่างแล้ว ทำบัญชีทุกวัน(ยอดขายที่ได้ประมาณ5000ต่อวัน 6โมงเย็นถึง4ทุ่ม เราก็ขายก๋วยเตี๋ยวทำไมวันนึงเราได้ประมาณนี้ ชามละ30-35) ค่าแกส ค่าของที่เหลือในร้าน ไม่ได้พักเลยต้องทำตลอด 15:25 ทำไมได้กำไรแค่ รบกวนผู้รู้คะ ทุกอย่างที่ต้องจ่ายไม่รวมค่าแรง 1100-1200 150ชามต่อวัน 15 คือมีข้อสงสัยคะ ค่าเช่า ต่อวันโดยเฉลี่ยประมาณนี้คะ 2.เราขายได้วันละประมาณ แก้ไขข้อความเมื่อ กันยายน 2558 เวลา น.
960,การไม่เปลี่ยนงานเลยเป็นเรื่องแย่ไหมคะ ?,และเนื่องจากเป็นคนคิดมากเวลาที่มีคนลาออกก็จะมาคิดเยอะน่ะค่ะว่าหรือจริงๆบริษัทนี้ไม่ดีคนถึงลาออกอะไรแบบนี้ค่ะ คือเวลาเจอเพื่อนพอคุยกันเรื่องงานก็จะมีคำถามว่ายังไม่เปลี่ยนงานอีกหรอ เพื่อนร่วมงานก็มีทั้งดีและก็ไม่ดีมากแต่ก็คุยได้ปนๆกันไปค่ะ ก็เลยลังเลมากว่าการทำงานที่หนึ่งแบบถ้าไม่ย้ายนี่มันแย่ไหมคะ ขอบคุณทุกท่านที่ตอบนะคะ ซึ่งตอนนี้ทำงานมาได้ประมาณ 18k 40k ตอนนี้ประมาณ งานก็มีช่วงที่หนักจนต้องอยู่ดึกดื่นแต่ไม่ได้บ่อยค่ะ ตามหัวข้อเลยค่ะ 5 ปี เงินเดือนจาก
961,งานข้าราชการ สบายจริงหรอ? (ณ.ตอนนี้ คนตกงานหลายร้อยล้านคนทั่วโลก แต่ข้าราชการหยุดยาว รับ เงินเดือนเต็ม),บ่าย3บ่าย4 ข้าราชหารเล้ยยยยย ต่างคนต่างไม่มียุ่งวุ่นวายกันมาก กันหลายล้านคนทั่วโลก แล้วงานก็เดิมๆน่าเบื่อ บลาๆๆๆๆ รอเตรียมกลับบ้าน เพราะข้าราชการกินเงินเดือนหลวง ทำงานนั่งแป็ปๆ ไม่รู้อนาคต อะไรซักอย่างในชีวิต หยุดยาวววววววววววววววววววววววววววววว สบายๆๆ ชิวล์ๆ เพื่อนเรา ทุกคนดิ้นรน ไม่มีใครมากดขี่เรา รัฐวิสาหกิจ เบิกอะไรก็ง่าย ตอนนี้ โควิด ตกงาน เงินเดือนเข้าทุกเดือน อิจฉามาก
962,งงว่าทำไมถึงได้มีมนุษย์เงินเดือนจำนวนมากถึงมองว่าการเก็บเงินล้านก่อน 30 เป็นเรื่องที่ยากครับ ผมว่ามันเป็นเรื่องปกติมากๆ,"แต่งงว่าทำไมมีมนุษย์เงินเดือนจำนวนมากชอบไปพิมพ์ว่าสถานะมนุษย์เงินเดือนจะทำเรื่องแบบนี้มันยาก แต่งงว่าทำไมมีมนุษย์เงินเดือนจำนวนมากชอบไปพิมพ์ว่าสถานะมนุษย์เงินเดือนจะทำเรื่องแบบนี้มันยาก ทีนี้ถ้าคนคนนี้ไปทำงานอยู่ในโรงงานที่ได้โบนัสเฉลี่ยขั้นต่ำที่ซักประมาณ ทีนี้ถ้าคนคนนี้ไปทำงานอยู่ในโรงงานที่ได้โบนัสเฉลี่ยขั้นต่ำที่ซักประมาณ ส่วนใครบอกอะไรมามันก็เป็นข้อเท็จนึงด้านนึงของคนคนนั้นอ่ะนะครับ แล้วเงินเดือนแบบเฉลี่ยดิบๆที่ผมตีเอาไว้ซัก แล้วเงินเดือนแบบเฉลี่ยดิบๆที่ผมตีเอาไว้ซัก มันเป็นเรื่องส่วนตัวของคนคนนั้นก็ไม่คิดจะไปเถียงเรื่องส่วนตัวของใครอยู่แล้ว แต่มันน่าจะอ่านดูไม่น่าพอใจสำหรับคนกลุ่มนึงผมต้องขออภัยด้วยนะครับผม งงว่าทำไมถึงได้มีมนุษย์เงินเดือนจำนวนมากถึงมองว่าสถานะนี้กับการเก็บเงินล้านก่อน คือทำงานเป็นมนุษย์เงินเดือนไปเป็นปกติเลย (ว่าสถานะมนุษย์เงินเดือน ""และเอาจริงๆสำหรับคนที่ทำไม่ได้มันเป็นเพราะรายรับ และต้นเรื่องที่ผมมาเขียนกระทู้แบบนี้เพราะว่าผมเห็นมีคนชอบไปพิมพ์ว่า และเอาจริงๆสำหรับคนที่ทำไม่ได้มันเป็นเพราะรายรับ ถ้าคิดจากค่าเฉลี่ยดิบๆของเงินเดือน ถ้าคิดจากค่าเฉลี่ยดิบๆของเงินเดือน หรือเงินเดือนที่เริ่มต้นด้วยเลขหน้าเป็นเลข (น่าจะมีประโยคสร้างความไม่พอใจของคนอีกกลุ่มนึงที่ผมเขียนเอาไว้โดยไม่ได้คำนึงถึง หรือเงินเดือนที่เริ่มต้นด้วยเลขหน้าเป็นเลข ""มนุษย์เงินเดือน"" ทั้งๆที่ความจริงเรื่องนี้มันเป็นเรื่องปกติมากๆเลย ส่วนคนที่สงสัยเรื่องนี้ผมขอไม่ขยายความนะครับ ทั้งๆที่ความจริงเรื่องนี้มันเป็นเรื่องปกติมากๆเลย สมมุติว่าผมให้ตัวเลขจำนวนปีการทำงานอย่างน้อยเลยครับหลังเรียนจบป.ตรี สมมุติว่าผมให้ตัวเลขจำนวนปีการทำงานอย่างน้อยเลยครับหลังเรียนจบป.ตรี เพราะผมว่าจริงๆแล้วสถานะนี้มันก็ทำได้เป็นเรื่องปกติมากๆ ส่วนเงินเดือนตั้งแต่เริ่มทำงานไปจนถึง ส่วนเงินเดือนตั้งแต่เริ่มทำงานไปจนถึง จากตัวอย่างที่ผมยกขึ้นมามันเป็นเรื่องปกติที่เกิดขึ้นมากๆเลย จากตัวอย่างที่ผมยกขึ้นมามันเป็นเรื่องปกติที่เกิดขึ้นมากๆเลย สมมุติว่าใช้ไปเลยซักเดือนละ สมมุติว่าใช้ไปเลยซักเดือนละ เพราะฉะนั้นผมไม่ได้จะไปว่าใครทำไม่ได้แบบนี้คือผิดปกตินะครับผม.. และเรื่องจริงๆคือสามารถเก็บเงินได้มากกว่าที่ผมคำนวณนี้แบบดิบๆด้วยซ้ำ และเรื่องจริงๆคือสามารถเก็บเงินได้มากกว่าที่ผมคำนวณนี้แบบดิบๆด้วยซ้ำ เนื้อกระทู้เดิมเดี๋ยวผมแปะเอาไว้ข้างล่างละกันว่าผมทำอะไรพลาดไป และน่าจะกระทบคนบางคนอยู่แล้วแบบหลีกเลี่ยงไม่ได้ และผมเชื่อว่าคนที่เขามีเป้าหมาย ดังนั้นผมขอเฉลี่ยแบบดิบสุดๆเป็น บาทต่อเดือนนะครับ ปีก็จะได้โบนัสรวม ดังนั้นผมขอเฉลี่ยแบบดิบสุดๆเป็น บาทต่อเดือนนะครับ ปีก็จะได้โบนัสรวม มันก็เป็นข้อเท็จจริงด้านนึงอ่ะนะ ผมจะเขียนตัวอย่างแบบดิบๆไว้ด้วย (ที่ผมเขียนแบบนี้เพราะเขียนตามข้อเท็จจริงของโอกาสที่จะทำได้สูง ผมจะเขียนตัวอย่างแบบดิบๆไว้ด้วย และกระทู้นี้แค่จะแชร์ด้านๆนึงเท่านั้น 6 ปี 6 ปีนะครับ 6 6 6 ปีก็จะมีเท่ากับ 6 ปี 6 ปีนะครับ 6 6 6 ปีก็จะมีเท่ากับ สำหรับหัวข้อกระทู้ผมอยากจะเปลี่ยนว่า และเขียนอธิบายเพิ่มเติมในเนื้อกระทู้เดิมใหม่ดังนี้นะครับผม ป.ตรี เดือน บาท แสนบาท ต่อเดือน บาทซึ่งอันนี้สามารถเอาไปซื้อรถได้อีกอย่างน้อย เลยเอาความจริงอีกด้านที่เกิดขึ้นจริงๆมาเล่าให้ฟังครับ.. ป.ตรี เดือน บาท แสนบาท ต่อเดือน บาทซึ่งอันนี้สามารถเอาไปซื้อรถได้อีกอย่างน้อย เลยเอาความจริงอีกด้านที่เกิดขึ้นจริงๆมาเล่าให้ฟังครับ.. มันทำอย่างนั้นอย่างนี้ไม่ได้ คอมเม้นถึงได้เป็นแบบนี้ มันเป็นเรื่องที่ยาก ขอขยายความคำว่าปกติ 1 25,000 25,000 25,000 รวมกับโบนัสรวมทั้งหมดก็จะเป็น 1 1 1 25,000 25,000 25,000 รวมกับโบนัสรวมทั้งหมดก็จะเป็น 1 1 30 30 30 ตัวเลขนำหน้าอย่างน้อยมันจะเป็นเลข 30 30 จากนี้ผมจะเขียนจากข้อเท็จจริงแล้วนะครับ ตัดข้อความที่ดูน่าจะสร้างความไม่พอใจสูงๆ คือก่อนอื่นผมขอไม่นับต่ำแหน่งงานต่ำกว่า ทีนี้มาเข้าเรื่องกันเลยนะครับ สามารถทำได้ไหม) อย่างน้อยมันไม่น่าจะต่ำกว่า นี่อ่ะครับ หรือไม่ก็ไม่ได้จงใจจะเก็บเงิน หรือเก็บเป็นเงินตั้งแต่แรก"" (ข้อความนี้จริงๆผมก็เขียนไว้ตั้งแต่เดิมแล้วนะครับ จริงๆก็จะเขียนแค่เชิงข้อเท็จจริงเท่านั้น ว่าผมก็รู้ว่าทำได้ **ข้อความเดิมทั้งหมด ต้องขออภัยด้วยจริงๆนะครับผม คือก่อนอื่นผมขอไม่นับต่ำแหน่งงานต่ำกว่า ทีนี้มาเข้าเรื่องกันเลยนะครับ อย่างน้อยมันไม่น่าจะต่ำกว่า นี่อ่ะครับ หรือไม่ก็ไม่ได้จงใจจะเก็บเงิน หรือเก็บเป็นเงินตั้งแต่แรก แก้ไขข้อความเมื่อ"
963,ถามมนุษย์เงินเดือนที่เงินเดือน40000อัพหน่อยครับ ทำตำแหน่งอะไรความรับผิดชอบอะไรบ้าง,คนเงินเดือนสี่หมื่นเครียดมั้ยครับทำงานเจออุปสรรคอะไรบ้างเคยคิดออกมั้ย ส่วนผมเงินเดือนหมื่นสองเศร้าแปป เล่าให้ฟังหน่อย
